Task,model,feature,avg_ranking,avg_coefficient,list_coefficients,signal
Survival,7,swear_y,0.06349808037932023,-0.061396717493643636,"(-0.0595032388866114, -0.0352743919367914, -0.0462351738303425, -0.0457156564791772, -0.0120525665489382, -0.0813349247361964, -0.0839608020600236, -0.0770073961244119, -0.0824727257752651, -0.0904102985586786)",-
Survival,7,median_title_length,0.05596003890606589,0.059008292598026334,"(0.0343152249749982, 0.0353652503211988, 0.0313753783005316, 0.0501929164399927, 0.0546195770045013, 0.0943069477998253, 0.0615533775728688, 0.0784245971571265, 0.0532447213635638, 0.0966849350456563)",+
Survival,7,we_y,0.05021190785352984,-0.06433474320882515,"(-0.0726060672160447, -0.0956448135385439, -0.0584829505154931, -0.0535668053299389, -0.0380571970576181, -0.06740112569166701, -0.059498045516873, -0.059491123263511, -0.0688780989161276, -0.0697212050424342)",-
Survival,7,fraction_biggest_connected,0.049324075362050045,-0.060619803509471805,"(-0.09412158111876, -0.0886747400722156, -0.13907570560265803, -0.0430885435488979, -0.0313771764535538, -0.0593187488172797, -0.0381950977738426, -0.0580931346874932, -0.0295028504713491, -0.024750456548667997)",-
Survival,7,median_karma_comments,0.049101653496870803,0.05312506747564786,"(-0.0032565927789206697, 0.0248095216461633, 0.0349602554557937, 0.0666267642415775, 0.0801952226652524, 0.0537468467533962, 0.0391864380033812, 0.0691899248621456, 0.0739111677828848, 0.0918811261248045)",+
Survival,7,gini_parents_contributions,0.04436492584953543,-0.049119319002067244,"(-0.142966430752351, -0.0878883933053115, -0.0521075197139985, -0.058473679759327005, -0.0201916490892959, -0.0231233390793773, -0.0378022543224675, -0.0183300678192809, -0.0371651425658691, -0.0131447136133938)",-
Survival,7,health_x,0.039925001205553014,0.038531614351852636,"(-0.0187055759194939, 0.0294975414279481, -0.0386983702234692, 0.052572097111385996, 0.0503437270182341, 0.0614533482309893, 0.045457823807411, 0.090386293793211, 0.075086845134552, 0.037922413137757995)",+
Survival,7,conj_y,0.03978503083169984,0.058259198394104504,"(0.0528954629347784, 0.0569332064534134, 0.106503437404811, 0.0362660700605413, 0.0486531143431937, 0.0394042392188169, 0.0558738997955224, 0.0493196475652378, 0.0614519068512837, 0.0752909993134464)",+
Survival,7,openness_x,0.039463668580460076,0.051253305805952484,"(0.0323441450234659, 0.0363602704445349, 0.0272084067580274, 0.0446398114926773, 0.0267980068690656, 0.0653410030223067, 0.0741695699804983, 0.0809184330734646, 0.0569284995052785, 0.0678249118902057)",+
Survival,7,num_comments,0.03884893756353116,-0.049959866453491125,"(-0.0569464303262302, -0.00341575550524798, 0.0110829038239696, -0.0444031364889689, -0.0986358845839222, -0.0694715105507586, -0.0568015839699462, -0.0692968503177172, -0.0565988761809085, -0.055111540435180996)",-
Survival,7,fraction_new_users,0.03851735603329799,0.05736024765552963,"(0.066068513356991, 0.0397511378903776, 0.08667240311030401, 0.0866522635213326, 0.0577412106711337, 0.062840715480717, 0.0592255309772232, 0.0373193398268015, 0.0411907679085745, 0.0361405938118412)",+
Survival,7,neuroticism_y,0.03760225662971658,-0.05576509896730192,"(-0.0640191270286799, -0.0291940983995884, -0.08230145599167599, -0.0751692537247873, -0.0552196567497333, -0.0296615262493817, -0.0533586757007978, -0.0628557696418414, -0.0431906192771192, -0.0626808069094142)",-
Survival,7,fraction_singletons,0.03695839877595711,-0.05287675251240287,"(0.0128322962386735, -0.0613768140274395, -0.124595621636892, -0.0470789033653729, -0.0808872899924483, -0.0622677411343665, -0.0505449133892963, -0.0464641811194152, -0.0479323514759814, -0.0204520052214901)",-
Survival,7,parents_size_std,0.036725796817109566,0.04907411327217591,"(0.0294324622596384, 0.00699813256011544, 0.0385155825870337, 0.0333406149853006, 0.0663894356731107, 0.08385118718095301, 0.0737139892999846, 0.046563460920067995, 0.0562628409013351, 0.0556734263542195)",+
